loan_id,sector,ead,default_date,recovery_rate
6768,Energy,5387121.5,1/05/2020,0.509800017
24369,Real_Estate,5385258,1/10/2024,0.533699989
11061,Telecom,5384251,1/11/2023,0.551400006
48115,Telecom,5383067.5,1/02/2033,0.518299997
535,Technology,5381366.5,1/05/2020,0.421799988
31493,Telecom,5377419,1/06/2020,0.410100013
39993,Real_Estate,5374777,1/06/2024,0.508099973
43228,Utilities,5374532,1/11/2016,0.582199991
44229,Real_Estate,5373329,1/10/2023,0.698700011
23614,Financials,5370873,1/05/2018,0.2958
32383,Utilities,5370392,1/04/2020,0.688600004
19014,Real_Estate,5363268,1/06/2025,0.575299978
41101,Industrials,5359176,1/11/2018,0.526600003
26171,Financials,5358586.5,1/06/2016,0.636699975
14153,Energy,5357274,1/04/2020,0.267800003
28057,Energy,5352622,1/08/2022,0.566999972
46770,Real_Estate,5350919,1/05/2020,0.667599976
45424,Industrials,5344707.5,1/06/2020,0.407000005
34252,Financials,5343656.5,1/11/2022,0.400400013
780,Utilities,5343315,1/04/2020,0.46329999
35179,Real_Estate,5342580,1/06/2020,0.394699991
48978,Financials,5332645.5,1/01/2023,0.47299999
44763,Industrials,5327518.5,1/06/2020,0.623899996
19356,Energy,5325685,1/12/2015,0.417699993
11455,Healthcare,5323263.5,1/01/2029,0.660000026
17851,Industrials,5318928,1/04/2020,0.523199975
39949,Technology,5311318,1/06/2020,0.37560001
27838,Healthcare,5310433,1/09/2024,0.394899994
36886,Telecom,5303364.5,1/08/2023,0.369599998
25125,Technology,5301016,1/04/2020,0.516600013
17702,Telecom,5298892.5,1/05/2020,0.531700015
38102,Utilities,5294468.5,1/05/2020,0.621500015
11043,Utilities,5294200,1/08/2021,0.494599998
18123,Financials,5290738,1/07/2019,0.488999993
21381,Financials,5290675.5,1/12/2020,0.420100003
37133,Telecom,5285865.5,1/06/2021,0.270999998
23575,Healthcare,5285050.5,1/03/2017,0.463
46657,Utilities,5279155.5,1/01/2017,0.583299994
16706,Technology,5271128,1/10/2027,0.526300013
701,Energy,5260375,1/07/2027,0.567700028
21950,Telecom,5257188.5,1/06/2020,0.352899998
2695,Industrials,5255511.5,1/04/2020,0.311300009
45621,Utilities,5254114,1/01/2023,0.759899974
42551,Telecom,5253180,1/06/2020,0.336899996
2297,Energy,5251152,1/06/2020,0.732500017
26000,Financials,5246093.5,1/08/2021,0.604200006
8616,Energy,5237602,1/05/2018,0.554499984
33761,Healthcare,5234271,1/07/2017,0.36500001
47867,Telecom,5228265.5,1/06/2020,0.456200004
27270,Financials,5227016.5,1/10/2025,0.446999997
13609,Telecom,5222408,1/08/2026,0.304699987
23132,Financials,5218798.5,1/01/2023,0.327800006
35776,Real_Estate,5210321.5,1/07/2023,0.384499997
2666,Industrials,5209066.5,1/05/2020,0.514699996
35692,Utilities,5206694,1/12/2019,0.289299995
6607,Utilities,5206221.5,1/12/2023,0.511799991
30729,Utilities,5204372,1/05/2020,0.671199977
10612,Real_Estate,5201692,1/06/2020,0.518999994
36734,Real_Estate,5198622.5,1/03/2022,0.363299996
49603,Healthcare,5195392,1/11/2021,0.3028
44913,Telecom,5193553,1/11/2016,0.252600014
20558,Telecom,5192642,1/11/2022,0.344999999
16565,Telecom,5191646.5,1/02/2018,0.394300014
30538,Technology,5190128,1/05/2020,0.492900014
41944,Financials,5185431,1/04/2020,0.646399975
10741,Real_Estate,5172784.5,1/06/2020,0.754599988
1634,Healthcare,5167023,1/05/2020,0.290399998
41978,Industrials,5166792.5,1/08/2022,0.570599973
32366,Telecom,5160440.5,1/03/2017,0.300000012
15305,Real_Estate,5156750,1/05/2024,0.381799996
27430,Retail,5155635.5,1/07/2022,0.483599991
26601,Real_Estate,5151181.5,1/06/2020,0.638800025
42338,Industrials,5150290.5,1/07/2015,0.555100024
1710,Financials,5137136.5,1/04/2025,0.477699995
34636,Utilities,5136314.5,1/02/2017,0.573099971
9056,Energy,5128268,1/03/2018,0.432700008
2414,Financials,5127110.5,1/09/2025,0.269400001
39917,Financials,5127078.5,1/09/2022,0.541700006
29395,Industrials,5121711.5,1/05/2025,0.188800007
962,Real_Estate,5121502,1/06/2020,0.372299999
5315,Telecom,5117763.5,1/12/2018,0.222100005
18313,Real_Estate,5115878,1/01/2024,0.77579999
12483,Energy,5114594,1/02/2022,0.424499989
22047,Financials,5105024,1/08/2021,0.443199992
14940,Industrials,5104313,1/11/2024,0.219899997
22544,Financials,5097964,1/08/2019,0.501600027
12507,Telecom,5095861,1/06/2020,0.224099994
19543,Telecom,5090917,1/12/2022,0.495400012
45079,Telecom,5089565.5,1/07/2021,0.757099986
14618,Utilities,5089269.5,1/05/2020,0.404399991
28974,Utilities,5089168.5,1/05/2020,0.261000007
48426,Technology,5088862.5,1/06/2020,0.277099997
46678,Industrials,5088644,1/10/2021,0.578299999
11451,Utilities,5082648.5,1/04/2020,0.458700001
33151,Real_Estate,5082317,1/05/2020,0.42809999
6938,Real_Estate,5079411,1/12/2026,0.660099983
29432,Energy,5078252.5,1/07/2026,0.715399981
17698,Financials,5077101.5,1/11/2019,0.752300024
39118,Financials,5075401.5,1/07/2016,0.657500029
32652,Utilities,5074149,1/06/2024,0.726100028
36586,Utilities,5072791.5,1/06/2020,0.357499987
42680,Telecom,5070495,1/04/2020,0.649600029
8551,Technology,5054431,1/05/2023,0.428600013
43748,Telecom,5050853.5,1/04/2021,0.523899972
492,Energy,5049785.5,1/04/2020,0.58890003
29254,Energy,5048863,1/06/2020,0.63499999
29024,Telecom,5042339,1/01/2022,0.51639998
6495,Utilities,5039654.5,1/05/2020,0.723699987
46351,Energy,5038497,1/05/2024,0.666000009
39982,Energy,5034501,1/01/2018,0.389699996
13329,Industrials,5031680,1/06/2020,0.429899991
1983,Utilities,5031668,1/01/2028,0.566200018
6370,Technology,5030596,1/09/2023,0.364600003
18684,Industrials,5028166,1/11/2021,0.587599993
25282,Utilities,5019511.5,1/10/2019,0.332199991
26971,Utilities,5010845.5,1/04/2020,0.402099997
15436,Utilities,5001867,1/04/2020,0.602800012
40316,Utilities,5000122,1/06/2020,0.541199982
17685,Industrials,4999777,1/08/2025,0.487899989
38917,Financials,4998512.5,1/02/2024,0.569400012
49715,Real_Estate,4996722,1/05/2020,0.665799975
29077,Energy,4996047.5,1/06/2021,0.675899982
43445,Utilities,4995970.5,1/04/2020,0.501600027
38582,Utilities,4991022.5,1/08/2019,0.442999989
23809,Financials,4989555,1/04/2020,0.307399988
45597,Utilities,4988807.5,1/08/2023,0.700100005
46667,Financials,4985269.5,1/10/2024,0.320899993
48023,Financials,4981612,1/07/2018,0.408399999
46546,Financials,4973301,1/05/2020,0.521200001
2608,Utilities,4970054,1/01/2019,0.599600017
34682,Financials,4969333.5,1/05/2021,0.441100001
17112,Utilities,4969216,1/09/2018,0.534300029
47946,Energy,4965261.5,1/01/2024,0.453500003
3197,Healthcare,4960224,1/04/2018,0.566100001
28221,Real_Estate,4947335,1/10/2017,0.273299992
16147,Consumer,4938553,1/05/2021,0.375099987
961,Energy,4937515.5,1/06/2018,0.313499987
32663,Healthcare,4929285.5,1/03/2027,0.386900008
30577,Financials,4928825,1/04/2020,0.632099986
11595,Technology,4928664,1/04/2020,0.417699993
10710,Industrials,4927889,1/10/2026,0.280699998
4628,Financials,4925727,1/05/2021,0.722800016
43813,Retail,4923661,1/08/2016,0.343199998
12441,Real_Estate,4922612.5,1/12/2031,0.514999986
45510,Real_Estate,4915950,1/04/2020,0.617900014
33922,Utilities,4912701,1/04/2020,0.602800012
4167,Real_Estate,4909324,1/03/2026,0.453099996
47593,Energy,4908260,1/06/2020,0.4287
43905,Technology,4907612.5,1/03/2017,0.254200011
15683,Industrials,4905518.5,1/12/2019,0.215499997
40808,Telecom,4904741.5,1/05/2022,0.52579999
18285,Utilities,4904443,1/04/2024,0.676800013
6620,Real_Estate,4903655.5,1/04/2020,0.662500024
234,Industrials,4900215.5,1/10/2028,0.3213
45177,Energy,4898166,1/06/2020,0.302300006
24014,Industrials,4888909.5,1/08/2023,0.187999994
36528,Financials,4887714.5,1/12/2024,0.54369998
25283,Utilities,4884097.5,1/02/2024,0.740400016
26040,Telecom,4874789.5,1/06/2016,0.387600005
49862,Consumer,4872884,1/06/2017,0.671000004
31707,Industrials,4871922,1/04/2020,0.559400022
47333,Telecom,4868421,1/06/2020,0.465200007
48118,Energy,4864464.5,1/06/2020,0.530300021
44458,Healthcare,4856258,1/04/2020,0.294499993
47847,Industrials,4855483,1/06/2020,0.523699999
44708,Healthcare,4852149.5,1/08/2024,0.624899983
26020,Real_Estate,4849893.5,1/11/2018,0.680000007
46700,Retail,4848466,1/06/2020,0.390100002
26537,Retail,4847906,1/06/2017,0.540000021
38946,Telecom,4845326.5,1/08/2023,0.446200013
19525,Utilities,4844551,1/04/2020,0.490099996
41095,Telecom,4837467,1/05/2021,0.48120001
22139,Utilities,4836834,1/12/2022,0.417800009
32847,Telecom,4833190,1/12/2021,0.637799978
11707,Utilities,4832983.5,1/11/2017,0.497900009
16587,Utilities,4821563.5,1/06/2020,0.538200021
41551,Real_Estate,4820601.5,1/06/2020,0.762899995
45743,Technology,4811246,1/11/2024,0.292800009
46715,Technology,4810284.5,1/06/2020,0.385399997
35876,Energy,4807501,1/12/2023,0.529699981
36194,Financials,4803726.5,1/06/2020,0.321799994
49098,Industrials,4802940.5,1/07/2022,0.435299993
39096,Utilities,4797428,1/07/2023,0.443800002
16044,Industrials,4795916,1/05/2020,0.264600009
22229,Industrials,4784906,1/05/2020,0.57130003
25410,Financials,4783013,1/01/2023,0.690699995
12197,Retail,4773321,1/07/2024,0.088399999
31812,Utilities,4766962,1/04/2020,0.514599979
10294,Utilities,4759325,1/05/2020,0.352999985
19708,Telecom,4756744,1/08/2017,0.687699974
48206,Telecom,4755737.5,1/05/2020,0.538399994
35847,Financials,4753660,1/05/2020,0.742600024
20327,Utilities,4748681,1/06/2020,0.714399993
49250,Real_Estate,4745346,1/01/2017,0.483700007
41865,Energy,4739460,1/05/2020,0.465600014
42612,Utilities,4738408,1/06/2020,0.556500018
20756,Utilities,4737489.5,1/04/2020,0.364199996
33478,Real_Estate,4736278,1/05/2017,0.516900003
21745,Utilities,4735441.5,1/04/2025,0.662500024
23241,Telecom,4731552,1/04/2020,0.521200001
24701,Industrials,4726748.5,1/07/2016,0.45629999
34553,Energy,4721818,1/06/2016,0.412800014
37667,Telecom,4717448.5,1/05/2020,0.471799999
25246,Financials,4711187.5,1/12/2023,0.497200012
1871,Financials,4710347,1/06/2021,0.672800004
12019,Utilities,4710255,1/04/2019,0.468199998
1712,Technology,4709211,1/05/2020,0.466699988
6122,Utilities,4708930.5,1/04/2020,0.64200002
35908,Technology,4701184.5,1/04/2020,0.470899999
9649,Utilities,4700863.5,1/06/2023,0.362199992
6832,Telecom,4699915.5,1/10/2023,0.337300003
29800,Energy,4697651,1/01/2022,0.260699987
25312,Technology,4693001.5,1/05/2020,0.137600005
11210,Technology,4691784,1/05/2019,0.626100004
46932,Technology,4687456.5,1/04/2020,0.078900002
2736,Utilities,4684414,1/05/2020,0.283600003
37703,Energy,4682396.5,1/04/2020,0.394899994
11392,Industrials,4677967.5,1/04/2020,0.587800026
44122,Utilities,4675777.5,1/05/2020,0.506900012
25227,Real_Estate,4673574.5,1/11/2023,0.467299998
38166,Real_Estate,4671998,1/11/2018,0.471899986
35384,Real_Estate,4668923.5,1/07/2022,0.405800015
22581,Telecom,4657024.5,1/04/2020,0.493000001
22124,Utilities,4656568.5,1/06/2020,0.568099976
39650,Telecom,4654601,1/06/2020,0.385600001
31988,Telecom,4649003,1/05/2020,0.500800014
2980,Real_Estate,4647546.5,1/05/2020,0.622600019
14309,Financials,4646557,1/04/2024,0.421900004
6556,Telecom,4645878.5,1/05/2020,0.636699975
32332,Utilities,4632524,1/04/2020,0.478899986
4438,Industrials,4630670.5,1/01/2022,0.522800028
27797,Utilities,4630317.5,1/06/2020,0.410299987
45386,Financials,4625913,1/04/2020,0.367900014
10497,Utilities,4624143,1/12/2021,0.542299986
4771,Financials,4623442,1/05/2026,0.400599986
20,Energy,4618920.5,1/06/2020,0.30399999
9485,Industrials,4617465,1/06/2020,0.683200002
28626,Technology,4616991,1/06/2018,0.398699999
48050,Telecom,4616806,1/05/2023,0.62620002
8244,Energy,4614213,1/05/2020,0.475899994
10697,Utilities,4611782,1/09/2018,0.41870001
31175,Real_Estate,4605371,1/05/2020,0.478399992
23105,Telecom,4594758,1/03/2023,0.305599988
21738,Technology,4585842.5,1/04/2020,0.279799998
1706,Financials,4584501.5,1/03/2020,0.717899978
23092,Utilities,4581436.5,1/09/2019,0.601700008
32284,Consumer,4577062.5,1/12/2023,0.205200002
18072,Financials,4576298,1/09/2024,0.306899995
31085,Real_Estate,4570521.5,1/03/2020,0.4727
39586,Financials,4560075,1/06/2020,0.497200012
5701,Financials,4559613,1/09/2017,0.632600009
31507,Telecom,4555444,1/04/2020,0.649299979
36808,Healthcare,4545149.5,1/06/2020,0.319999993
6136,Financials,4538908.5,1/02/2018,0.219099998
3739,Financials,4532613.5,1/04/2020,0.275900006
40456,Industrials,4530567.5,1/06/2025,0.556699991
24532,Real_Estate,4529806,1/04/2020,0.395999998
21452,Financials,4529069.5,1/06/2020,0.52670002
35076,Energy,4525914.5,1/10/2022,0.443300009
15367,Technology,4523856,1/02/2020,0.291999996
33356,Energy,4521614,1/06/2020,0.2685
39068,Telecom,4519558.5,1/06/2020,0.324699998
1652,Energy,4519065,1/02/2025,0.48969999
47128,Technology,4517889,1/06/2020,0.418099999
30753,Financials,4517677,1/05/2020,0.52640003
16467,Industrials,4514823,1/06/2020,0.524100006
38414,Utilities,4511651,1/09/2017,0.537800014
27304,Financials,4505258.5,1/06/2020,0.323000014
26101,Real_Estate,4501142,1/04/2020,0.374300003
23043,Telecom,4494092.5,1/01/2024,0.367500007
19793,Healthcare,4493938.5,1/12/2023,0.547900021
20293,Real_Estate,4490037.5,1/06/2020,0.488000005
2933,Financials,4489354.5,1/01/2022,0.435099989
9647,Retail,4483166,1/05/2020,0.160999998
10029,Telecom,4483090,1/04/2020,0.323599994
17024,Energy,4478632.5,1/05/2020,0.658299983
36675,Energy,4470585,1/06/2020,0.518400013
12620,Real_Estate,4464312,1/12/2022,0.688300014
34058,Healthcare,4463592,1/05/2020,0.361799985
30869,Utilities,4459141.5,1/06/2020,0.723500013
22783,Industrials,4458263,1/06/2020,0.478300005
36519,Financials,4457211.5,1/07/2016,0.440899998
13429,Technology,4451117.5,1/06/2020,0.133000001
3263,Real_Estate,4447619,1/05/2020,0.529999971
18605,Financials,4442021.5,1/02/2020,0.291999996
33405,Energy,4441837.5,1/09/2024,0.217700005
3010,Real_Estate,4440054,1/05/2020,0.499199986
16534,Utilities,4438481,1/05/2020,0.547900021
15351,Technology,4435612.5,1/04/2020,0.1061
42643,Financials,4435103,1/02/2019,0.461499989
7699,Real_Estate,4433242,1/04/2020,0.467099994
18940,Industrials,4432410,1/08/2021,0.39320001
5398,Real_Estate,4426614.5,1/09/2022,0.518299997
2694,Retail,4424782,1/04/2015,0.453799993
35938,Real_Estate,4424750,1/10/2016,0.518299997
32061,Real_Estate,4424423,1/04/2020,0.583800018
39373,Industrials,4420051.5,1/05/2020,0.524500012
19409,Energy,4415151.5,1/01/2016,0.407700002
28254,Utilities,4412563,1/06/2020,0.453500003
43838,Telecom,4406613.5,1/12/2016,0.673399985
10616,Industrials,4402155.5,1/04/2020,0.487699986
18522,Industrials,4399853.5,1/04/2021,0.302700013
10709,Industrials,4396852,1/01/2019,0.368099988
3303,Industrials,4394544,1/05/2020,0.538200021
15579,Telecom,4392941,1/06/2020,0.551699996
22878,Retail,4391992.5,1/11/2026,0.628199995
13846,Telecom,4389583,1/03/2023,0.396899998
19687,Real_Estate,4380586.5,1/06/2020,0.450300008
9046,Financials,4377828.5,1/05/2020,0.177900001
46495,Energy,4374700.5,1/04/2016,0.184300005
11803,Energy,4371474.5,1/03/2020,0.335399985
32956,Financials,4368019,1/04/2021,0.711600006
26742,Telecom,4365595,1/04/2020,0.461400002
46977,Utilities,4365585,1/02/2017,0.309500009
1311,Industrials,4365041,1/06/2020,0.414499998
30526,Utilities,4364963,1/01/2025,0.432799995
37345,Utilities,4364121,1/04/2020,0.716700017
33462,Energy,4358482.5,1/06/2020,0.488299996
4725,Technology,4356881.5,1/12/2022,0.402700007
15002,Healthcare,4355304.5,1/06/2020,0.593100011
17029,Utilities,4354760,1/12/2023,0.330500007
11947,Industrials,4350530,1/04/2020,0.405900002
2724,Healthcare,4349670.5,1/09/2024,0.610000014
4754,Industrials,4349030,1/06/2020,0.609200001
49688,Energy,4347320.5,1/05/2022,0.442400008
29441,Financials,4344508,1/12/2020,0.562099993
16958,Technology,4343699.5,1/05/2020,0.460000008
41553,Energy,4342628,1/07/2021,0.375999987
37846,Industrials,4339222.5,1/05/2020,0.568400025
45032,Energy,4338586,1/04/2020,0.635399997
8057,Technology,4338272,1/05/2020,0.33860001
4235,Utilities,4328789.5,1/05/2020,0.771499991
17962,Technology,4313045.5,1/08/2023,0.263900012
43951,Telecom,4310705,1/06/2020,0.364899993
14505,Real_Estate,4307943,1/03/2019,0.515200019
28341,Real_Estate,4299326,1/06/2020,0.728600025
10469,Financials,4294204.5,1/05/2020,0.385399997
18695,Industrials,4287122.5,1/10/2026,0.644200027
36268,Industrials,4283737.5,1/04/2020,0.375999987
49231,Telecom,4283293.5,1/05/2020,0.371699989
42831,Utilities,4276875,1/04/2020,0.777199984
25221,Real_Estate,4268206.5,1/03/2027,0.458900005
40707,Healthcare,4263750,1/09/2024,0.481900007
21566,Financials,4261724.5,1/03/2023,0.368900001
42816,Energy,4260068,1/02/2019,0.636699975
21797,Real_Estate,4254869,1/01/2021,0.722800016
3723,Financials,4251869.5,1/05/2020,0.406399995
29834,Financials,4251655,1/12/2026,0.337500006
15106,Telecom,4247636.5,1/04/2020,0.679499984
37306,Utilities,4245784,1/04/2017,0.564800024
46842,Telecom,4244662,1/05/2020,0.697399974
38734,Telecom,4244062.5,1/04/2020,0.490399987
36477,Industrials,4242323.5,1/11/2019,0.499300003
32054,Energy,4239359,1/12/2023,0.737800002
23039,Healthcare,4235071.5,1/05/2020,0.481700003
14989,Energy,4234787.5,1/03/2024,0.555800021
15476,Energy,4233567.5,1/12/2017,0.389299989
34733,Financials,4226994.5,1/06/2020,0.453700006
24189,Retail,4225658.5,1/06/2020,0.157299995
12096,Healthcare,4224762,1/05/2020,0.683799982
41042,Retail,4223807,1/05/2020,0.440299988
7934,Consumer,4223101,1/05/2020,0.209099993
47046,Utilities,4221705.5,1/04/2027,0.750699997
20201,Real_Estate,4219262.5,1/09/2019,0.369800001
27440,Technology,4213877.5,1/04/2027,0.226300001
12647,Industrials,4208080,1/01/2022,0.369599998
5561,Financials,4203164.5,1/03/2020,0.510200024
22292,Industrials,4202935,1/05/2020,0.201700002
33010,Financials,4201218.5,1/11/2022,0.797800004
13824,Energy,4196861,1/10/2023,0.54519999
7709,Energy,4195433,1/11/2028,0.636900008
43428,Real_Estate,4195200.5,1/07/2017,0.480399996
20914,Real_Estate,4191524.75,1/09/2024,0.711000025
12055,Utilities,4191371.5,1/04/2022,0.422300011
10085,Real_Estate,4188088,1/12/2019,0.651300013
8401,Energy,4187298.25,1/02/2023,0.478700012
7537,Technology,4183114.5,1/01/2023,0.238399997
33482,Retail,4181682.5,1/10/2019,0.429800004
22876,Telecom,4181167.25,1/06/2020,0.502600014
31827,Energy,4177681.5,1/04/2020,0.351399988
20796,Industrials,4176321.5,1/09/2018,0.220699996
26885,Technology,4174943.5,1/03/2023,0.190699995
8783,Telecom,4170936.75,1/07/2025,0.581099987
46903,Utilities,4170039.5,1/10/2017,0.4005
18975,Industrials,4169949.5,1/04/2021,0.401199996
11732,Utilities,4168071,1/04/2020,0.520099998
31698,Utilities,4165066,1/05/2020,0.734099984
515,Technology,4164479,1/05/2020,0.195299998
2202,Real_Estate,4161799,1/12/2025,0.621699989
36403,Industrials,4160018.5,1/05/2021,0.643599987
2696,Real_Estate,4158527.25,1/12/2026,0.675199986
11775,Industrials,4151863,1/04/2020,0.243900001
33823,Real_Estate,4151601.5,1/07/2023,0.27790001
4994,Technology,4150255,1/07/2021,0.205500007
22088,Real_Estate,4150022.75,1/05/2020,0.584200025
46305,Financials,4149734.25,1/05/2020,0.313600004
45875,Healthcare,4149009.75,1/04/2020,0.595399976
35851,Technology,4148660.75,1/12/2016,0.202600002
30722,Energy,4137699.75,1/11/2025,0.2447
22162,Real_Estate,4137181.25,1/02/2023,0.610300004
42424,Healthcare,4131458,1/04/2020,0.517700016
21374,Real_Estate,4126474.75,1/05/2020,0.267100006
3752,Industrials,4126268.25,1/05/2018,0.493600011
47011,Telecom,4118385,1/05/2020,0.65109998
3590,Utilities,4118233.75,1/04/2020,0.637199998
32480,Real_Estate,4115908.75,1/07/2024,0.615800023
38416,Industrials,4112717.5,1/04/2020,0.501399994
18578,Technology,4112635.5,1/05/2020,0.265199989
5830,Financials,4110310.25,1/06/2020,0.429699987
9105,Telecom,4104798,1/01/2025,0.384000003
15707,Financials,4099729.5,1/06/2020,0.489300013
40696,Energy,4099280.25,1/05/2020,0.430200011
43927,Technology,4099278.75,1/07/2020,0.524600029
13188,Telecom,4092065.75,1/12/2020,0.439399987
42716,Utilities,4091381.5,1/11/2025,0.715399981
14929,Financials,4087812.5,1/01/2019,0.497999996
6455,Financials,4087444.75,1/11/2025,0.762899995
21083,Real_Estate,4085458.75,1/04/2020,0.323300004
39421,Financials,4082390.5,1/02/2020,0.559000015
15066,Telecom,4081975.25,1/12/2020,0.380600005
47215,Energy,4080051.75,1/06/2020,0.495099992
33757,Technology,4078103.25,1/11/2017,0.469199985
26580,Telecom,4072609.25,1/05/2020,0.450500011
24940,Financials,4067363.25,1/10/2018,0.381500006
6738,Financials,4065736.75,1/12/2022,0.530200005
1308,Utilities,4065246.75,1/04/2020,0.610599995
34598,Real_Estate,4062613.75,1/05/2020,0.346799999
2560,Technology,4056141.25,1/08/2017,0.430599988
6050,Telecom,4048709.75,1/04/2023,0.499000013
23815,Telecom,4045919.5,1/12/2022,0.610099971
10696,Industrials,4044780.75,1/10/2015,0.246800005
4391,Industrials,4041344,1/12/2017,0.360300004
45990,Utilities,4040683.75,1/02/2026,0.655499995
20335,Energy,4035811,1/10/2018,0.614199996
30943,Technology,4034830.25,1/11/2019,0.183400005
41606,Utilities,4033924,1/05/2020,0.684199989
7491,Utilities,4030133.75,1/01/2020,0.567499995
43452,Financials,4027818.5,1/06/2020,0.484299988
12217,Energy,4026750.5,1/10/2026,0.372500002
11081,Financials,4023201,1/02/2024,0.449099988
10437,Utilities,4022990.75,1/07/2017,0.472900003
8856,Technology,4019508.75,1/06/2017,0.35589999
27195,Telecom,4017847.75,1/05/2020,0.573599994
38847,Industrials,4016947.25,1/10/2016,0.485900015
28503,Telecom,4016842,1/05/2020,0.511399984
10388,Utilities,4013969.75,1/05/2020,0.380199999
24541,Industrials,4013109.25,1/06/2020,0.331099987
19892,Financials,4009792.5,1/06/2022,0.590200007
37431,Real_Estate,4004313.25,1/11/2022,0.417800009
35991,Consumer,4002616.25,1/06/2020,0.159999996
16473,Healthcare,4000271.5,1/03/2022,0.759299994
12616,Utilities,3999880.25,1/12/2024,0.513000011
31078,Technology,3994964.25,1/04/2020,0.374300003
25510,Financials,3992298.5,1/03/2021,0.566799998
29495,Industrials,3992142.75,1/05/2020,0.455599993
43001,Financials,3987211.75,1/09/2022,0.571799994
15347,Real_Estate,3986795.75,1/12/2019,0.440699995
35893,Telecom,3985506.75,1/12/2020,0.466699988
5920,Financials,3984524.5,1/10/2017,0.515999973
1222,Telecom,3984440.75,1/10/2018,0.394199997
3064,Real_Estate,3979368.5,1/05/2020,0.49939999
1454,Utilities,3977747.25,1/11/2016,0.700999975
13505,Real_Estate,3974540,1/02/2023,0.363000005
23999,Energy,3970820,1/09/2022,0.640200019
3422,Energy,3969856.5,1/06/2022,0.578299999
46028,Technology,3962678.75,1/05/2020,0.370599985
8694,Real_Estate,3962641,1/03/2022,0.543500006
38785,Telecom,3954843.75,1/05/2020,0.376300007
4055,Technology,3953621.25,1/05/2020,0.084299996
24376,Healthcare,3951084.75,1/04/2020,0.319200009
31393,Healthcare,3950247.25,1/06/2020,0.574800014
18329,Energy,3948804.5,1/09/2019,0.461499989
28927,Utilities,3948744,1/04/2020,0.50910002
21428,Energy,3948458.5,1/06/2023,0.270099998
14044,Industrials,3937612,1/07/2028,0.525099993
19555,Technology,3934750,1/01/2025,0.301499993
34903,Healthcare,3926824.75,1/05/2020,0.442299992
45949,Healthcare,3914938.25,1/05/2020,0.334300011
20423,Utilities,3912652.5,1/04/2020,0.653800011
35071,Financials,3909848.25,1/06/2022,0.50999999
30860,Healthcare,3906007.75,1/04/2025,0.612600029
1701,Telecom,3905567,1/07/2028,0.40169999
23560,Telecom,3904917.5,1/09/2021,0.460000008
46653,Healthcare,3903048.25,1/03/2025,0.585699975
22413,Healthcare,3900783,1/04/2020,0.253699988
36971,Telecom,3899652,1/05/2020,0.481999993
19657,Energy,3898698.25,1/08/2017,0.728100002
45950,Energy,3897869.5,1/10/2015,0.659300029
11348,Energy,3893704,1/04/2020,0.597100019
49402,Utilities,3884930.5,1/04/2020,0.367399991
45072,Real_Estate,3882579,1/05/2022,0.568099976
10036,Industrials,3880747.5,1/04/2020,0.613099992
14251,Energy,3879039.75,1/04/2020,0.386999995
2276,Technology,3877402.5,1/04/2020,0.0858
5936,Utilities,3876303.5,1/04/2029,0.523599982
32709,Telecom,3875074,1/06/2020,0.301200002
10526,Financials,3871939.75,1/04/2018,0.317900002
15768,Energy,3869921,1/12/2017,0.246299997
9738,Telecom,3868979.25,1/06/2020,0.627600014
20787,Utilities,3868285,1/05/2020,0.435000002
23756,Healthcare,3866221.5,1/05/2020,0.320199996
46041,Financials,3865160.75,1/05/2020,0.515100002
30657,Financials,3864418.25,1/01/2024,0.586099982
21711,Real_Estate,3863318.5,1/05/2020,0.624199986
36598,Utilities,3863143.5,1/03/2020,0.424800009
31328,Healthcare,3862973.25,1/05/2020,0.41170001
16801,Telecom,3862433,1/05/2020,0.359100014
6371,Technology,3859630.25,1/04/2020,0.302899987
9188,Telecom,3858996.25,1/04/2020,0.506299973
13894,Telecom,3853619.5,1/06/2020,0.342799991
14833,Energy,3852668,1/07/2020,0.497799993
4315,Industrials,3849475,1/11/2022,0.498699993
17732,Real_Estate,3849143.75,1/12/2023,0.389899999
34195,Utilities,3848969,1/12/2023,0.823199987
3553,Financials,3848599.5,1/08/2017,0.703800023
45899,Industrials,3841994,1/06/2018,0.556100011
25420,Energy,3839563,1/11/2020,0.442600012
2648,Utilities,3835743,1/02/2023,0.421700001
8390,Healthcare,3833915.75,1/05/2020,0.443199992
25590,Healthcare,3833498.5,1/05/2020,0.640799999
11910,Energy,3832197.25,1/05/2020,0.447600007
21091,Financials,3831080.75,1/05/2020,0.739400029
11726,Financials,3830771,1/02/2020,0.675000012
4306,Real_Estate,3824482.5,1/03/2025,0.600300014
10128,Technology,3824356,1/05/2020,0.517199993
48021,Real_Estate,3815900.5,1/05/2018,0.597899973
14231,Real_Estate,3808212.5,1/12/2016,0.456
19650,Utilities,3806086.25,1/10/2021,0.46329999
39649,Industrials,3805695.25,1/07/2025,0.633099973
5225,Financials,3805325.75,1/06/2020,0.746200025
40330,Industrials,3796653.5,1/05/2020,0.600600004
40113,Industrials,3794469,1/07/2023,0.649299979
10564,Real_Estate,3793283.5,1/04/2020,0.622500002
43497,Industrials,3787096,1/07/2018,0.555999994
13241,Energy,3786889,1/03/2030,0.519999981
223,Healthcare,3785268.5,1/05/2020,0.567900002
9262,Technology,3778267,1/08/2020,0.444000006
